Validation_Set,Model_Variant,Negative,Vector_size,Window,Min_count,Epochs,Sample,Softmax,Word_pairs_test_Pearson_coeff,Word_pairs_test_Pearson_p-val,Word_pairs_test_Spearman_coeff,Word_pairs_test_Spearman_p-val,Word_pairs_test_Out-of-vocab_ratio,Analogies_test
cs.wikipedia.org 100% Corpus,0,5,250,5,12,25,0.01,0,0.7220423047535345,2.206789558484096e-55,0.731937180898384,1.3320806480653146e-57,4.815864022662889,0.22489037377323032
cs.wikipedia.org 100% Corpus,0,5,200,2,5,20,0.0001,0,0.7192457844665306,8.986633795754495e-55,0.7480260084996831,1.980229928441937e-61,4.815864022662889,0.18093547713510127
cs.wikipedia.org 100% Corpus,1,5,300,1,12,20,0.001,0,0.6309366245444996,1.0487568830225922e-38,0.6640110571116866,4.4187740397648076e-44,4.815864022662889,0.07339736897055753
