slug,score_tfidf_posts,score_tfidf_keywords,score_lda_posts,score_doc2vec_posts,rating_predicted,rating_actual
za-pobodani-zeny-a-tchana-dostal-vietnamec-13-let-jednal-pry-v-afektu,0.50537109375,0.0,0.566927969455719,0.23966558277606964,0.1655422664,2.0
zastal-se-napadeneho-tri-muzi-ho-surove-zbili-kopali-do-bricha-i-hlavy,0.5,0.0,0.5415598750114441,0.32934409379959106,0.3109138311,2.6666666666666665
obrazem-obnova-vyhoreleho-kostela-v-gutech-se-blizi-ke-konci,0.5,0.0,0.517373263835907,0.2808270752429962,-0.0949509809,3.0
sazenice-na-konec-lockdownu-nepockaji-z-kavarny-v-brne-je-zahradnictvi,0.5,0.0,0.5415323972702026,0.22225098311901093,0.8323058542,3.5
video-jezevcik-se-zritil-do-sklepa-straznice-ho-vylakala-az-diky-sunce,0.5,0.0,0.4949014186859131,0.27260106801986694,0.0091393092,3.0
na-kominy-priletli-prvni-capi-nektere-je-mozne-sledovat-z-domova,0.5,0.0,0.5218201279640198,0.15432335436344147,-0.3747520353,3.75
zemrela-prvni-dama-ceskeho-sansonu-hana-hegerova,0.024383544921875,0.0,0.6015653610229492,0.5253764390945435,-0.6178327403,4.333333333333333
brzy-uvidime-novy-supersmartphone-pro-geeky-jaci-byli-jeho-predchudci,0.01377105712890625,0.0,0.5624474883079529,0.3728608191013336,-0.4152477903,5.0
po-stopach-slavnych-literatek-kde-zily-a-tvorily-rettigova-svetla-i-nemcova,0.009246826171875,0.0,0.5258840918540955,0.3252774178981781,0.5692814385,5.0
cernovlasa-v-cernem-trikotu-zasli-jsme-vzpomina-suchy-na-objev-hegerove,0.00897979736328125,0.0,0.5141580700874329,0.4116465151309967,0.3895701167,3.5
vaclav-klaus-nesouhlasi-s-odchodem-syna-z-politiky-pokusi-se-ho-premluvit,0.0071258544921875,0.0,0.452530175447464,0.22940592467784882,0.1261881358,3.0
predjel-jsem-i-sam-sebe-za-24-hodin-jsem-ale-na-kole-urval-911-kilometru,0.0067291259765625,0.0,0.544081449508667,0.23449265956878662,0.5692814385,5.0
harley-jaky-nikdo-necekal-enduro-ma-sto-padesat-koni-a-sedlo-s-vytahem,0.00612640380859375,0.030295055359601974,0.5708219408988953,0.2578522861003876,0.6691721564,2.6666666666666665
sileny-cesky-plan-dva-roky-trenoval-ted-chce-sam-preveslovat-atlantik,0.003627777099609375,0.0,0.5218325853347778,0.23952433466911316,0.3721585672,5.0
vraci-se-zelvy-ninja-v-nove-videohre-vyzvou-samotneho-trhace,0.00347137451171875,0.0,0.5697980523109436,0.3043915331363678,-0.2905955468,3.0
