;Dominant_Topic;Topic_Keywords;Num_Documents;Perc_Documents
4246.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4247.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4248.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4249.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4250.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4251.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4252.0;6.0;zákon, soud, návrh, pøípad, rok, úøad, mìsíc, ministerstvo, rozhodnutí, konec;;
4253.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4254.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4255.0;0.0;pøe, cesta, dlouhý, pár, kilometr, zima, hodina, let, svìt, èas;;
4256.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4257.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4258.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4259.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4260.0;10.0;èlovìk, øíkat, ¾ena, let, dìlat, ¾ivot, jít, máma, øíct, nìjaký;;
4261.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4262.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4263.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4264.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4265.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4266.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4267.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4268.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4269.0;8.0;øidiè, vozidlo, mu¾, auto, silnice, policie, pøe, policista, nehoda, jízda;;
4270.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4271.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4272.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4273.0;5.0;americký, let, rok, uvést, ruský, usa, tesla, letadlo, armáda, letoun;;
4274.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4275.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4276.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4277.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4278.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4279.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4280.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4281.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4282.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4283.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4284.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4285.0;8.0;øidiè, vozidlo, mu¾, auto, silnice, policie, pøe, policista, nehoda, jízda;;
4286.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4287.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4288.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4289.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4290.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4291.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4292.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4293.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4294.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4295.0;10.0;èlovìk, øíkat, ¾ena, let, dìlat, ¾ivot, jít, máma, øíct, nìjaký;;
4296.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4297.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4298.0;10.0;èlovìk, øíkat, ¾ena, let, dìlat, ¾ivot, jít, máma, øíct, nìjaký;;
4299.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4300.0;19.0;pøe, verze, elektrický, systém, pøípad, vysoký, jít, model, napøíklad, mo¾nost;;
4301.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4302.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4303.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4304.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4305.0;0.0;pøe, cesta, dlouhý, pár, kilometr, zima, hodina, let, svìt, èas;;
4306.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4307.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4308.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4309.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4310.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4311.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4312.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4313.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4314.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4315.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4316.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4317.0;1.0;let, rok, film, svìt, seriál, èeský, divadlo, kniha, zemøít, pøíbìh;;
4318.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4319.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4320.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4321.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4322.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4323.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4324.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4325.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4326.0;10.0;èlovìk, øíkat, ¾ena, let, dìlat, ¾ivot, jít, máma, øíct, nìjaký;;
4327.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4328.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4329.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4330.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4331.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4332.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4333.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4334.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4335.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4336.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4337.0;6.0;zákon, soud, návrh, pøípad, rok, úøad, mìsíc, ministerstvo, rozhodnutí, konec;;
4338.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4339.0;4.0;èlovìk, opatøení, mìsto, zákaz, obchod, obec, pondìlí, omezení, tarif, vláda;;
4340.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4341.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4342.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4343.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4344.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4345.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4346.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4347.0;10.0;èlovìk, øíkat, ¾ena, let, dìlat, ¾ivot, jít, máma, øíct, nìjaký;;
4348.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4349.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4350.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4351.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4352.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4353.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4354.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4355.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4356.0;10.0;èlovìk, øíkat, ¾ena, let, dìlat, ¾ivot, jít, máma, øíct, nìjaký;;
4357.0;5.0;americký, let, rok, uvést, ruský, usa, tesla, letadlo, armáda, letoun;;
4358.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4359.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4360.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4361.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4362.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4363.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4364.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4365.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4366.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4367.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4368.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4369.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4370.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4371.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4372.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4373.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4374.0;0.0;pøe, cesta, dlouhý, pár, kilometr, zima, hodina, let, svìt, èas;;
4375.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4376.0;0.0;pøe, cesta, dlouhý, pár, kilometr, zima, hodina, let, svìt, èas;;
4377.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4378.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4379.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4380.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4381.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4382.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4383.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4384.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4385.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4386.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4387.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4388.0;8.0;øidiè, vozidlo, mu¾, auto, silnice, policie, pøe, policista, nehoda, jízda;;
4389.0;8.0;øidiè, vozidlo, mu¾, auto, silnice, policie, pøe, policista, nehoda, jízda;;
4390.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4391.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4392.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4393.0;10.0;èlovìk, øíkat, ¾ena, let, dìlat, ¾ivot, jít, máma, øíct, nìjaký;;
4394.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4395.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4396.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4397.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4398.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4399.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4400.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4401.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4402.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4403.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4404.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4405.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4406.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4407.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4408.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4409.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4410.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4411.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4412.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4413.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4414.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4415.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4416.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4417.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4418.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4419.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4420.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4421.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4422.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4423.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4424.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4425.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4426.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4427.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4428.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4429.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4430.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4431.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4432.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4433.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4434.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4435.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4436.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4437.0;10.0;èlovìk, øíkat, ¾ena, let, dìlat, ¾ivot, jít, máma, øíct, nìjaký;;
4438.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4439.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4440.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4441.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4442.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4443.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4444.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4445.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4446.0;0.0;pøe, cesta, dlouhý, pár, kilometr, zima, hodina, let, svìt, èas;;
4447.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4448.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4449.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4450.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4451.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4452.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4453.0;0.0;pøe, cesta, dlouhý, pár, kilometr, zima, hodina, let, svìt, èas;;
4454.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4455.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4456.0;10.0;èlovìk, øíkat, ¾ena, let, dìlat, ¾ivot, jít, máma, øíct, nìjaký;;
4457.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4458.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4459.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4460.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4461.0;0.0;pøe, cesta, dlouhý, pár, kilometr, zima, hodina, let, svìt, èas;;
4462.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4463.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4464.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4465.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4466.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4467.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4468.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4469.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4470.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4471.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4472.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4473.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4474.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4475.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4476.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4477.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4478.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4479.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4480.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4481.0;0.0;pøe, cesta, dlouhý, pár, kilometr, zima, hodina, let, svìt, èas;;
4482.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4483.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4484.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4485.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4486.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4487.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4488.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4489.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4490.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4491.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4492.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4493.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4494.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4495.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4496.0;3.0;èeský, hra, závod, rok, tým, sezona, skonèit, letos, soutì¾, bøezen;;
4497.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4498.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4499.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4500.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4501.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4502.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4503.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4504.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4505.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4506.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4507.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4508.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4509.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4510.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4511.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4512.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4513.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4514.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4515.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4516.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4517.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4518.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4519.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4520.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4521.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4522.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4523.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4524.0;10.0;èlovìk, øíkat, ¾ena, let, dìlat, ¾ivot, jít, máma, øíct, nìjaký;;
4525.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4526.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4527.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4528.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4529.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4530.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
4531.0;14.0;zápas, gól, bod, tým, utkání, hrát, sezona, domácí, hráè, trenér;;
